"","X.1","X","qElim1","qExtinct1","qElimWithDogs1","qNoElimWithDogs1"
"90782",90782,"result.8282",0,0,0,5
"90783",90783,"result.8283",0,0,0,5
"90784",90784,"result.8284",1,0,1,4
"90785",90785,"result.8285",3,0,3,2
"90786",90786,"result.8286",0,0,0,5
"90787",90787,"result.8287",0,0,0,5
"90788",90788,"result.8288",0,0,0,5
"90789",90789,"result.8289",0,0,0,5
"90790",90790,"result.8290",0,0,0,5
"90791",90791,"result.8291",0,0,0,5
"90792",90792,"result.8292",0,0,0,5
"90793",90793,"result.8293",0,0,0,5
"90794",90794,"result.8294",0,0,0,5
"90795",90795,"result.8295",0,0,0,5
"90796",90796,"result.8296",0,0,0,5
"90797",90797,"result.8297",0,0,0,5
"90798",90798,"result.8298",0,0,0,5
"90799",90799,"result.8299",0,0,0,5
"90800",90800,"result.8300",0,0,0,5
"90801",90801,"result.8301",3,0,3,2
"90802",90802,"result.8302",5,0,5,0
"90803",90803,"result.8303",5,0,5,0
"90804",90804,"result.8304",5,0,5,0
"90805",90805,"result.8305",5,0,5,0
"90806",90806,"result.8306",1,0,1,4
"90807",90807,"result.8307",1,0,1,4
"90808",90808,"result.8308",1,0,1,4
"90809",90809,"result.8309",0,0,0,5
"90810",90810,"result.8310",0,0,0,5
"90811",90811,"result.8311",0,0,0,5
"90812",90812,"result.8312",0,0,0,5
"90813",90813,"result.8313",0,0,0,5
"90814",90814,"result.8314",0,0,0,5
"90815",90815,"result.8315",0,0,0,5
"90816",90816,"result.8316",0,0,0,5
"90817",90817,"result.8317",0,0,0,5
"90818",90818,"result.8318",0,0,0,5
"90819",90819,"result.8319",0,0,0,5
"90820",90820,"result.8320",0,0,0,5
"90821",90821,"result.8321",0,0,0,5
"90822",90822,"result.8322",0,0,0,5
"90823",90823,"result.8323",0,0,0,5
"90824",90824,"result.8324",0,0,0,5
"90825",90825,"result.8325",0,0,0,5
"90826",90826,"result.8326",3,0,3,2
"90827",90827,"result.8327",5,0,5,0
"90828",90828,"result.8328",5,0,5,0
"90829",90829,"result.8329",4,0,4,1
"90830",90830,"result.8330",4,0,4,1
"90831",90831,"result.8331",0,0,0,5
"90832",90832,"result.8332",1,0,1,4
"90833",90833,"result.8333",1,0,1,4
"90834",90834,"result.8334",1,0,1,4
"90835",90835,"result.8335",1,0,1,4
"90836",90836,"result.8336",0,0,0,5
"90837",90837,"result.8337",0,0,0,5
"90838",90838,"result.8338",0,0,0,5
"90839",90839,"result.8339",0,0,0,5
"90840",90840,"result.8340",0,0,0,5
"90841",90841,"result.8341",0,0,0,5
"90842",90842,"result.8342",0,0,0,5
"90843",90843,"result.8343",0,0,0,5
"90844",90844,"result.8344",0,0,0,5
"90845",90845,"result.8345",0,0,0,5
"90846",90846,"result.8346",0,0,0,5
"90847",90847,"result.8347",0,0,0,5
"90848",90848,"result.8348",0,0,0,5
"90849",90849,"result.8349",0,0,0,5
"90850",90850,"result.8350",0,0,0,5
"90851",90851,"result.8351",5,0,5,0
"90852",90852,"result.8352",5,0,5,0
"90853",90853,"result.8353",5,0,5,0
"90854",90854,"result.8354",5,0,5,0
"90855",90855,"result.8355",5,0,5,0
"90856",90856,"result.8356",0,0,0,5
"90857",90857,"result.8357",0,0,0,5
"90858",90858,"result.8358",1,0,1,4
"90859",90859,"result.8359",0,0,0,5
"90860",90860,"result.8360",2,0,2,3
"90861",90861,"result.8361",0,0,0,5
"90862",90862,"result.8362",0,0,0,5
"90863",90863,"result.8363",0,0,0,5
"90864",90864,"result.8364",0,0,0,5
"90865",90865,"result.8365",0,0,0,5
"90866",90866,"result.8366",0,0,0,5
"90867",90867,"result.8367",0,0,0,5
"90868",90868,"result.8368",0,0,0,5
"90869",90869,"result.8369",0,0,0,5
"90870",90870,"result.8370",0,0,0,5
"90871",90871,"result.8371",0,0,0,5
"90872",90872,"result.8372",0,0,0,5
"90873",90873,"result.8373",0,0,0,5
"90874",90874,"result.8374",0,0,0,5
"90875",90875,"result.8375",0,0,0,5
"90876",90876,"result.8376",5,0,5,0
"90877",90877,"result.8377",5,0,5,0
"90878",90878,"result.8378",5,0,5,0
"90879",90879,"result.8379",4,0,4,1
"90880",90880,"result.8380",5,0,5,0
"90881",90881,"result.8381",3,0,3,2
"90882",90882,"result.8382",3,0,3,2
"90883",90883,"result.8383",1,0,1,4
"90884",90884,"result.8384",2,0,2,3
"90885",90885,"result.8385",3,0,3,2
"90886",90886,"result.8386",0,0,0,5
"90887",90887,"result.8387",0,0,0,5
"90888",90888,"result.8388",0,0,0,5
"90889",90889,"result.8389",0,0,0,5
"90890",90890,"result.8390",0,0,0,5
"90891",90891,"result.8391",0,0,0,5
"90892",90892,"result.8392",0,0,0,5
"90893",90893,"result.8393",0,0,0,5
"90894",90894,"result.8394",0,0,0,5
"90895",90895,"result.8395",0,0,0,5
"90896",90896,"result.8396",0,0,0,5
"90897",90897,"result.8397",0,0,0,5
"90898",90898,"result.8398",0,0,0,5
"90899",90899,"result.8399",0,0,0,5
"90900",90900,"result.8400",0,0,0,5
"90901",90901,"result.8401",5,0,5,0
"90902",90902,"result.8402",5,0,5,0
"90903",90903,"result.8403",5,0,5,0
"90904",90904,"result.8404",5,0,5,0
"90905",90905,"result.8405",5,0,5,0
"90906",90906,"result.8406",2,0,2,3
"90907",90907,"result.8407",3,0,3,2
"90908",90908,"result.8408",1,0,1,4
"90909",90909,"result.8409",2,0,2,3
"90910",90910,"result.8410",1,0,1,4
"90911",90911,"result.8411",0,0,0,5
"90912",90912,"result.8412",0,0,0,5
"90913",90913,"result.8413",0,0,0,5
"90914",90914,"result.8414",0,0,0,5
"90915",90915,"result.8415",1,0,1,4
"90916",90916,"result.8416",0,0,0,5
"90917",90917,"result.8417",0,0,0,5
"90918",90918,"result.8418",0,0,0,5
"90919",90919,"result.8419",0,0,0,5
"90920",90920,"result.8420",0,0,0,5
"90921",90921,"result.8421",0,0,0,5
"90922",90922,"result.8422",0,0,0,5
"90923",90923,"result.8423",0,0,0,5
"90924",90924,"result.8424",0,0,0,5
"90925",90925,"result.8425",0,0,0,5
"90926",90926,"result.8426",4,0,4,1
"90927",90927,"result.8427",5,0,5,0
"90928",90928,"result.8428",5,0,5,0
"90929",90929,"result.8429",5,0,5,0
"90930",90930,"result.8430",5,0,5,0
"90931",90931,"result.8431",2,0,2,3
"90932",90932,"result.8432",1,0,1,4
"90933",90933,"result.8433",3,0,3,2
"90934",90934,"result.8434",4,0,4,1
"90935",90935,"result.8435",1,0,1,4
"90936",90936,"result.8436",0,0,0,5
"90937",90937,"result.8437",0,0,0,5
"90938",90938,"result.8438",0,0,0,5
"90939",90939,"result.8439",0,0,0,5
"90940",90940,"result.8440",0,0,0,5
"90941",90941,"result.8441",0,0,0,5
"90942",90942,"result.8442",0,0,0,5
"90943",90943,"result.8443",0,0,0,5
"90944",90944,"result.8444",0,0,0,5
"90945",90945,"result.8445",0,0,0,5
"90946",90946,"result.8446",0,0,0,5
"90947",90947,"result.8447",0,0,0,5
"90948",90948,"result.8448",0,0,0,5
"90949",90949,"result.8449",0,0,0,5
"90950",90950,"result.8450",0,0,0,5
"90951",90951,"result.8451",5,0,5,0
"90952",90952,"result.8452",5,0,5,0
"90953",90953,"result.8453",5,0,5,0
"90954",90954,"result.8454",5,0,5,0
"90955",90955,"result.8455",4,0,4,1
"90956",90956,"result.8456",2,0,2,3
"90957",90957,"result.8457",4,0,4,1
"90958",90958,"result.8458",4,0,4,1
"90959",90959,"result.8459",4,0,4,1
"90960",90960,"result.8460",3,0,3,2
"90961",90961,"result.8461",0,0,0,5
"90962",90962,"result.8462",0,0,0,5
"90963",90963,"result.8463",0,0,0,5
"90964",90964,"result.8464",0,0,0,5
"90965",90965,"result.8465",0,0,0,5
"90966",90966,"result.8466",0,0,0,5
"90967",90967,"result.8467",0,0,0,5
"90968",90968,"result.8468",0,0,0,5
"90969",90969,"result.8469",0,0,0,5
"90970",90970,"result.8470",0,0,0,5
"90971",90971,"result.8471",0,0,0,5
"90972",90972,"result.8472",0,0,0,5
"90973",90973,"result.8473",0,0,0,5
"90974",90974,"result.8474",0,0,0,5
"90975",90975,"result.8475",0,0,0,5
"90976",90976,"result.8476",5,0,5,0
"90977",90977,"result.8477",5,0,5,0
"90978",90978,"result.8478",5,0,5,0
"90979",90979,"result.8479",5,0,5,0
"90980",90980,"result.8480",5,0,5,0
"90981",90981,"result.8481",1,0,1,4
"90982",90982,"result.8482",1,0,1,4
"90983",90983,"result.8483",3,0,3,2
"90984",90984,"result.8484",3,0,3,2
"90985",90985,"result.8485",2,0,2,3
"90986",90986,"result.8486",0,0,0,5
"90987",90987,"result.8487",0,0,0,5
"90988",90988,"result.8488",0,0,0,5
"90989",90989,"result.8489",0,0,0,5
"90990",90990,"result.8490",0,0,0,5
"90991",90991,"result.8491",0,0,0,5
"90992",90992,"result.8492",0,0,0,5
"90993",90993,"result.8493",0,0,0,5
"90994",90994,"result.8494",0,0,0,5
"90995",90995,"result.8495",0,0,0,5
"90996",90996,"result.8496",0,0,0,5
"90997",90997,"result.8497",0,0,0,5
"90998",90998,"result.8498",0,0,0,5
"90999",90999,"result.8499",0,0,0,5
"91000",91000,"result.8500",0,0,0,5
"91001",91001,"result.8501",5,0,5,0
"91002",91002,"result.8502",5,0,5,0
"91003",91003,"result.8503",5,0,5,0
"91004",91004,"result.8504",5,0,5,0
"91005",91005,"result.8505",5,0,5,0
"91006",91006,"result.8506",4,0,4,1
"91007",91007,"result.8507",4,0,4,1
"91008",91008,"result.8508",3,0,3,2
"91009",91009,"result.8509",4,0,4,1
"91010",91010,"result.8510",3,0,3,2
"91011",91011,"result.8511",0,0,0,5
"91012",91012,"result.8512",0,0,0,5
"91013",91013,"result.8513",0,0,0,5
"91014",91014,"result.8514",0,0,0,5
"91015",91015,"result.8515",0,0,0,5
"91016",91016,"result.8516",0,0,0,5
"91017",91017,"result.8517",0,0,0,5
"91018",91018,"result.8518",0,0,0,5
"91019",91019,"result.8519",0,0,0,5
"91020",91020,"result.8520",0,0,0,5
"91021",91021,"result.8521",0,0,0,5
"91022",91022,"result.8522",0,0,0,5
"91023",91023,"result.8523",0,0,0,5
"91024",91024,"result.8524",0,0,0,5
"91025",91025,"result.8525",0,0,0,5
"91026",91026,"result.8526",5,0,5,0
"91027",91027,"result.8527",5,0,5,0
"91028",91028,"result.8528",5,0,5,0
"91029",91029,"result.8529",5,0,5,0
"91030",91030,"result.8530",5,0,5,0
"91031",91031,"result.8531",3,0,3,2
"91032",91032,"result.8532",3,0,3,2
"91033",91033,"result.8533",5,0,5,0
"91034",91034,"result.8534",4,0,4,1
"91035",91035,"result.8535",3,0,3,2
"91036",91036,"result.8536",1,0,1,4
"91037",91037,"result.8537",1,0,1,4
"91038",91038,"result.8538",0,0,0,5
"91039",91039,"result.8539",0,0,0,5
"91040",91040,"result.8540",3,0,3,2
"91041",91041,"result.8541",0,0,0,5
"91042",91042,"result.8542",0,0,0,5
"91043",91043,"result.8543",0,0,0,5
"91044",91044,"result.8544",0,0,0,5
"91045",91045,"result.8545",0,0,0,5
"91046",91046,"result.8546",0,0,0,5
"91047",91047,"result.8547",0,0,0,5
"91048",91048,"result.8548",0,0,0,5
"91049",91049,"result.8549",0,0,0,5
"91050",91050,"result.8550",0,0,0,5
"91051",91051,"result.8551",5,0,5,0
"91052",91052,"result.8552",5,0,5,0
"91053",91053,"result.8553",5,0,5,0
"91054",91054,"result.8554",5,0,5,0
"91055",91055,"result.8555",5,0,5,0
"91056",91056,"result.8556",5,0,5,0
"91057",91057,"result.8557",4,0,4,1
"91058",91058,"result.8558",4,0,4,1
"91059",91059,"result.8559",4,0,4,1
"91060",91060,"result.8560",1,0,1,4
"91061",91061,"result.8561",1,0,1,4
"91062",91062,"result.8562",0,0,0,5
"91063",91063,"result.8563",0,0,0,5
"91064",91064,"result.8564",1,0,1,4
"91065",91065,"result.8565",0,0,0,5
"91066",91066,"result.8566",0,0,0,5
"91067",91067,"result.8567",0,0,0,5
"91068",91068,"result.8568",0,0,0,5
"91069",91069,"result.8569",0,0,0,5
"91070",91070,"result.8570",0,0,0,5
"91071",91071,"result.8571",0,0,0,5
"91072",91072,"result.8572",0,0,0,5
"91073",91073,"result.8573",0,0,0,5
"91074",91074,"result.8574",0,0,0,5
"91075",91075,"result.8575",0,0,0,5
"91076",91076,"result.8576",5,0,5,0
"91077",91077,"result.8577",5,0,5,0
"91078",91078,"result.8578",5,0,5,0
"91079",91079,"result.8579",5,0,5,0
"91080",91080,"result.8580",5,0,5,0
"91081",91081,"result.8581",5,0,5,0
"91082",91082,"result.8582",4,0,4,1
"91083",91083,"result.8583",4,0,4,1
"91084",91084,"result.8584",5,0,5,0
"91085",91085,"result.8585",2,0,2,3
"91086",91086,"result.8586",2,0,2,3
"91087",91087,"result.8587",0,0,0,5
"91088",91088,"result.8588",0,0,0,5
"91089",91089,"result.8589",0,0,0,5
"91090",91090,"result.8590",0,0,0,5
"91091",91091,"result.8591",0,0,0,5
"91092",91092,"result.8592",0,0,0,5
"91093",91093,"result.8593",0,0,0,5
"91094",91094,"result.8594",0,0,0,5
"91095",91095,"result.8595",0,0,0,5
"91096",91096,"result.8596",0,0,0,5
"91097",91097,"result.8597",0,0,0,5
"91098",91098,"result.8598",0,0,0,5
"91099",91099,"result.8599",0,0,0,5
"91100",91100,"result.8600",0,0,0,5
"91101",91101,"result.8601",5,0,5,0
"91102",91102,"result.8602",5,0,5,0
"91103",91103,"result.8603",5,0,5,0
"91104",91104,"result.8604",5,0,5,0
"91105",91105,"result.8605",5,0,5,0
"91106",91106,"result.8606",5,0,5,0
"91107",91107,"result.8607",5,0,5,0
"91108",91108,"result.8608",5,0,5,0
"91109",91109,"result.8609",4,0,4,1
"91110",91110,"result.8610",4,0,4,1
"91111",91111,"result.8611",2,0,2,3
"91112",91112,"result.8612",0,0,0,5
"91113",91113,"result.8613",1,0,1,4
"91114",91114,"result.8614",0,0,0,5
"91115",91115,"result.8615",0,0,0,5
"91116",91116,"result.8616",0,0,0,5
"91117",91117,"result.8617",0,0,0,5
"91118",91118,"result.8618",0,0,0,5
"91119",91119,"result.8619",0,0,0,5
"91120",91120,"result.8620",0,0,0,5
"91121",91121,"result.8621",0,0,0,5
"91122",91122,"result.8622",0,0,0,5
"91123",91123,"result.8623",0,0,0,5
"91124",91124,"result.8624",0,0,0,5
"91125",91125,"result.8625",0,0,0,5
"91126",91126,"result.8626",5,0,5,0
"91127",91127,"result.8627",5,0,5,0
"91128",91128,"result.8628",5,0,5,0
"91129",91129,"result.8629",5,0,5,0
"91130",91130,"result.8630",5,0,5,0
"91131",91131,"result.8631",5,0,5,0
"91132",91132,"result.8632",4,0,4,1
"91133",91133,"result.8633",4,0,4,1
"91134",91134,"result.8634",5,0,5,0
"91135",91135,"result.8635",4,0,4,1
"91136",91136,"result.8636",2,0,2,3
"91137",91137,"result.8637",3,0,3,2
"91138",91138,"result.8638",3,0,3,2
"91139",91139,"result.8639",1,0,1,4
"91140",91140,"result.8640",1,0,1,4
"91141",91141,"result.8641",1,0,1,4
"91142",91142,"result.8642",0,0,0,5
"91143",91143,"result.8643",1,0,1,4
"91144",91144,"result.8644",0,0,0,5
"91145",91145,"result.8645",0,0,0,5
"91146",91146,"result.8646",0,0,0,5
"91147",91147,"result.8647",0,0,0,5
"91148",91148,"result.8648",0,0,0,5
"91149",91149,"result.8649",0,0,0,5
"91150",91150,"result.8650",0,0,0,5
"91151",91151,"result.8651",5,0,5,0
"91152",91152,"result.8652",5,0,5,0
"91153",91153,"result.8653",5,0,5,0
"91154",91154,"result.8654",5,0,5,0
"91155",91155,"result.8655",5,0,5,0
"91156",91156,"result.8656",5,0,5,0
"91157",91157,"result.8657",5,0,5,0
"91158",91158,"result.8658",5,0,5,0
"91159",91159,"result.8659",5,0,5,0
"91160",91160,"result.8660",5,0,5,0
"91161",91161,"result.8661",3,0,3,2
"91162",91162,"result.8662",3,0,3,2
"91163",91163,"result.8663",1,0,1,4
"91164",91164,"result.8664",1,0,1,4
"91165",91165,"result.8665",4,0,4,1
"91166",91166,"result.8666",0,0,0,5
"91167",91167,"result.8667",1,0,1,4
"91168",91168,"result.8668",0,0,0,5
"91169",91169,"result.8669",1,0,1,4
"91170",91170,"result.8670",0,0,0,5
"91171",91171,"result.8671",0,0,0,5
"91172",91172,"result.8672",0,0,0,5
"91173",91173,"result.8673",0,0,0,5
"91174",91174,"result.8674",0,0,0,5
"91175",91175,"result.8675",0,0,0,5
"91176",91176,"result.8676",5,0,5,0
"91177",91177,"result.8677",5,0,5,0
"91178",91178,"result.8678",5,0,5,0
"91179",91179,"result.8679",5,0,5,0
"91180",91180,"result.8680",5,0,5,0
"91181",91181,"result.8681",4,0,4,1
"91182",91182,"result.8682",5,0,5,0
"91183",91183,"result.8683",5,0,5,0
"91184",91184,"result.8684",4,0,4,1
"91185",91185,"result.8685",5,0,5,0
"91186",91186,"result.8686",4,0,4,1
"91187",91187,"result.8687",3,0,3,2
"91188",91188,"result.8688",2,0,2,3
"91189",91189,"result.8689",0,0,0,5
"91190",91190,"result.8690",1,0,1,4
"91191",91191,"result.8691",0,0,0,5
"91192",91192,"result.8692",0,0,0,5
"91193",91193,"result.8693",0,0,0,5
"91194",91194,"result.8694",0,0,0,5
"91195",91195,"result.8695",0,0,0,5
"91196",91196,"result.8696",0,0,0,5
"91197",91197,"result.8697",0,0,0,5
"91198",91198,"result.8698",0,0,0,5
"91199",91199,"result.8699",0,0,0,5
"91200",91200,"result.8700",0,0,0,5
"91201",91201,"result.8701",5,0,5,0
"91202",91202,"result.8702",5,0,5,0
"91203",91203,"result.8703",5,0,5,0
"91204",91204,"result.8704",5,0,5,0
"91205",91205,"result.8705",5,0,5,0
"91206",91206,"result.8706",3,0,3,2
"91207",91207,"result.8707",5,0,5,0
"91208",91208,"result.8708",5,0,5,0
"91209",91209,"result.8709",5,0,5,0
"91210",91210,"result.8710",5,0,5,0
"91211",91211,"result.8711",3,0,3,2
"91212",91212,"result.8712",1,0,1,4
"91213",91213,"result.8713",1,0,1,4
"91214",91214,"result.8714",1,0,1,4
"91215",91215,"result.8715",2,0,2,3
"91216",91216,"result.8716",0,0,0,5
"91217",91217,"result.8717",0,0,0,5
"91218",91218,"result.8718",0,0,0,5
"91219",91219,"result.8719",0,0,0,5
"91220",91220,"result.8720",0,0,0,5
"91221",91221,"result.8721",0,0,0,5
"91222",91222,"result.8722",0,0,0,5
"91223",91223,"result.8723",0,0,0,5
"91224",91224,"result.8724",0,0,0,5
"91225",91225,"result.8725",0,0,0,5
"91226",91226,"result.8726",5,0,5,0
"91227",91227,"result.8727",5,0,5,0
"91228",91228,"result.8728",5,0,5,0
"91229",91229,"result.8729",5,0,5,0
"91230",91230,"result.8730",5,0,5,0
"91231",91231,"result.8731",4,0,4,1
"91232",91232,"result.8732",3,0,3,2
"91233",91233,"result.8733",5,0,5,0
"91234",91234,"result.8734",5,0,5,0
"91235",91235,"result.8735",5,0,5,0
"91236",91236,"result.8736",2,0,2,3
"91237",91237,"result.8737",3,0,3,2
"91238",91238,"result.8738",4,0,4,1
"91239",91239,"result.8739",0,0,0,5
"91240",91240,"result.8740",1,0,1,4
"91241",91241,"result.8741",1,0,1,4
"91242",91242,"result.8742",0,0,0,5
"91243",91243,"result.8743",0,0,0,5
"91244",91244,"result.8744",0,0,0,5
"91245",91245,"result.8745",0,0,0,5
"91246",91246,"result.8746",0,0,0,5
"91247",91247,"result.8747",0,0,0,5
"91248",91248,"result.8748",0,0,0,5
"91249",91249,"result.8749",0,0,0,5
"91250",91250,"result.8750",0,0,0,5
"91251",91251,"result.8751",5,0,5,0
"91252",91252,"result.8752",5,0,5,0
"91253",91253,"result.8753",5,0,5,0
"91254",91254,"result.8754",5,0,5,0
"91255",91255,"result.8755",5,0,5,0
"91256",91256,"result.8756",5,0,5,0
"91257",91257,"result.8757",5,0,5,0
"91258",91258,"result.8758",5,0,5,0
"91259",91259,"result.8759",5,0,5,0
"91260",91260,"result.8760",5,0,5,0
"91261",91261,"result.8761",5,0,5,0
"91262",91262,"result.8762",3,0,3,2
"91263",91263,"result.8763",2,0,2,3
"91264",91264,"result.8764",2,0,2,3
"91265",91265,"result.8765",4,0,4,1
"91266",91266,"result.8766",0,0,0,5
"91267",91267,"result.8767",1,0,1,4
"91268",91268,"result.8768",2,0,2,3
"91269",91269,"result.8769",1,0,1,4
"91270",91270,"result.8770",0,0,0,5
"91271",91271,"result.8771",0,0,0,5
"91272",91272,"result.8772",0,0,0,5
"91273",91273,"result.8773",0,0,0,5
"91274",91274,"result.8774",0,0,0,5
"91275",91275,"result.8775",0,0,0,5
"91276",91276,"result.8776",5,0,5,0
"91277",91277,"result.8777",5,0,5,0
"91278",91278,"result.8778",5,0,5,0
"91279",91279,"result.8779",5,0,5,0
"91280",91280,"result.8780",5,0,5,0
"91281",91281,"result.8781",5,0,5,0
"91282",91282,"result.8782",5,0,5,0
"91283",91283,"result.8783",5,0,5,0
"91284",91284,"result.8784",5,0,5,0
"91285",91285,"result.8785",5,0,5,0
"91286",91286,"result.8786",3,0,3,2
"91287",91287,"result.8787",4,0,4,1
"91288",91288,"result.8788",4,0,4,1
"91289",91289,"result.8789",4,0,4,1
"91290",91290,"result.8790",5,0,5,0
"91291",91291,"result.8791",2,0,2,3
"91292",91292,"result.8792",3,0,3,2
"91293",91293,"result.8793",0,0,0,5
"91294",91294,"result.8794",1,0,1,4
"91295",91295,"result.8795",0,0,0,5
"91296",91296,"result.8796",0,0,0,5
"91297",91297,"result.8797",0,0,0,5
"91298",91298,"result.8798",0,0,0,5
"91299",91299,"result.8799",0,0,0,5
"91300",91300,"result.8800",0,0,0,5
"91301",91301,"result.8801",5,0,5,0
"91302",91302,"result.8802",5,0,5,0
"91303",91303,"result.8803",5,0,5,0
"91304",91304,"result.8804",5,0,5,0
"91305",91305,"result.8805",5,0,5,0
"91306",91306,"result.8806",5,0,5,0
"91307",91307,"result.8807",5,0,5,0
"91308",91308,"result.8808",5,0,5,0
"91309",91309,"result.8809",5,0,5,0
"91310",91310,"result.8810",5,0,5,0
"91311",91311,"result.8811",5,0,5,0
"91312",91312,"result.8812",3,0,3,2
"91313",91313,"result.8813",4,0,4,1
"91314",91314,"result.8814",5,0,5,0
"91315",91315,"result.8815",2,0,2,3
"91316",91316,"result.8816",3,0,3,2
"91317",91317,"result.8817",2,0,2,3
"91318",91318,"result.8818",3,0,3,2
"91319",91319,"result.8819",1,0,1,4
"91320",91320,"result.8820",0,0,0,5
"91321",91321,"result.8821",0,0,0,5
"91322",91322,"result.8822",0,0,0,5
"91323",91323,"result.8823",0,0,0,5
"91324",91324,"result.8824",0,0,0,5
"91325",91325,"result.8825",0,0,0,5
"91326",91326,"result.8826",5,0,5,0
"91327",91327,"result.8827",5,0,5,0
"91328",91328,"result.8828",5,0,5,0
"91329",91329,"result.8829",5,0,5,0
"91330",91330,"result.8830",5,0,5,0
"91331",91331,"result.8831",5,0,5,0
"91332",91332,"result.8832",5,0,5,0
"91333",91333,"result.8833",5,0,5,0
"91334",91334,"result.8834",5,0,5,0
"91335",91335,"result.8835",5,0,5,0
"91336",91336,"result.8836",3,0,3,2
"91337",91337,"result.8837",3,0,3,2
"91338",91338,"result.8838",2,0,2,3
"91339",91339,"result.8839",3,0,3,2
"91340",91340,"result.8840",2,0,2,3
"91341",91341,"result.8841",2,0,2,3
"91342",91342,"result.8842",3,0,3,2
"91343",91343,"result.8843",0,0,0,5
"91344",91344,"result.8844",1,0,1,4
"91345",91345,"result.8845",0,0,0,5
"91346",91346,"result.8846",0,0,0,5
"91347",91347,"result.8847",0,0,0,5
"91348",91348,"result.8848",0,0,0,5
"91349",91349,"result.8849",0,0,0,5
"91350",91350,"result.8850",0,0,0,5
"91351",91351,"result.8851",5,0,5,0
"91352",91352,"result.8852",5,0,5,0
"91353",91353,"result.8853",5,0,5,0
"91354",91354,"result.8854",5,0,5,0
"91355",91355,"result.8855",5,0,5,0
"91356",91356,"result.8856",5,0,5,0
"91357",91357,"result.8857",5,0,5,0
"91358",91358,"result.8858",5,0,5,0
"91359",91359,"result.8859",5,0,5,0
"91360",91360,"result.8860",5,0,5,0
"91361",91361,"result.8861",4,0,4,1
"91362",91362,"result.8862",3,0,3,2
"91363",91363,"result.8863",3,0,3,2
"91364",91364,"result.8864",1,0,1,4
"91365",91365,"result.8865",4,0,4,1
"91366",91366,"result.8866",2,0,2,3
"91367",91367,"result.8867",1,0,1,4
"91368",91368,"result.8868",0,0,0,5
"91369",91369,"result.8869",1,0,1,4
"91370",91370,"result.8870",2,0,2,3
"91371",91371,"result.8871",0,0,0,5
"91372",91372,"result.8872",0,0,0,5
"91373",91373,"result.8873",0,0,0,5
"91374",91374,"result.8874",0,0,0,5
"91375",91375,"result.8875",0,0,0,5
"91376",91376,"result.8876",5,0,5,0
"91377",91377,"result.8877",5,0,5,0
"91378",91378,"result.8878",5,0,5,0
"91379",91379,"result.8879",5,0,5,0
"91380",91380,"result.8880",5,0,5,0
"91381",91381,"result.8881",5,0,5,0
"91382",91382,"result.8882",5,0,5,0
"91383",91383,"result.8883",5,0,5,0
"91384",91384,"result.8884",5,0,5,0
"91385",91385,"result.8885",5,0,5,0
"91386",91386,"result.8886",5,0,5,0
"91387",91387,"result.8887",5,0,5,0
"91388",91388,"result.8888",5,0,5,0
"91389",91389,"result.8889",5,0,5,0
"91390",91390,"result.8890",5,0,5,0
"91391",91391,"result.8891",3,0,3,2
"91392",91392,"result.8892",5,0,5,0
"91393",91393,"result.8893",2,0,2,3
"91394",91394,"result.8894",4,0,4,1
"91395",91395,"result.8895",2,0,2,3
"91396",91396,"result.8896",0,0,0,5
"91397",91397,"result.8897",3,0,3,2
"91398",91398,"result.8898",2,0,2,3
"91399",91399,"result.8899",2,0,2,3
"91400",91400,"result.8900",0,0,0,5
"91401",91401,"result.8901",5,0,5,0
"91402",91402,"result.8902",5,0,5,0
"91403",91403,"result.8903",5,0,5,0
"91404",91404,"result.8904",5,0,5,0
"91405",91405,"result.8905",5,0,5,0
"91406",91406,"result.8906",5,0,5,0
"91407",91407,"result.8907",5,0,5,0
"91408",91408,"result.8908",5,0,5,0
"91409",91409,"result.8909",5,0,5,0
"91410",91410,"result.8910",5,0,5,0
"91411",91411,"result.8911",5,0,5,0
"91412",91412,"result.8912",5,0,5,0
"91413",91413,"result.8913",5,0,5,0
"91414",91414,"result.8914",4,0,4,1
"91415",91415,"result.8915",4,0,4,1
"91416",91416,"result.8916",5,0,5,0
"91417",91417,"result.8917",3,0,3,2
"91418",91418,"result.8918",3,0,3,2
"91419",91419,"result.8919",5,0,5,0
"91420",91420,"result.8920",3,0,3,2
"91421",91421,"result.8921",3,0,3,2
"91422",91422,"result.8922",2,0,2,3
"91423",91423,"result.8923",0,0,0,5
"91424",91424,"result.8924",2,0,2,3
"91425",91425,"result.8925",1,0,1,4
"91426",91426,"result.8926",5,0,5,0
"91427",91427,"result.8927",5,0,5,0
"91428",91428,"result.8928",5,0,5,0
"91429",91429,"result.8929",5,0,5,0
"91430",91430,"result.8930",5,0,5,0
"91431",91431,"result.8931",5,0,5,0
"91432",91432,"result.8932",5,0,5,0
"91433",91433,"result.8933",5,0,5,0
"91434",91434,"result.8934",5,0,5,0
"91435",91435,"result.8935",5,0,5,0
"91436",91436,"result.8936",5,0,5,0
"91437",91437,"result.8937",5,0,5,0
"91438",91438,"result.8938",4,0,4,1
"91439",91439,"result.8939",3,0,3,2
"91440",91440,"result.8940",5,0,5,0
"91441",91441,"result.8941",5,0,5,0
"91442",91442,"result.8942",3,0,3,2
"91443",91443,"result.8943",3,0,3,2
"91444",91444,"result.8944",0,0,0,5
"91445",91445,"result.8945",1,0,1,4
